code,category,name,status,location,permit_link,chp_number,chp_match_name,chp_match_kind,chp_confidence,chp_verified,chp_verify_returned_code
848,"נדל""ן","שרי את אלכס השקעות וניהול פרוייקטים בע""מ",היתר עסקה בתוקף,ישראל,https://heteriske.com/wp-content/uploads/custom_uploads/2026/08/שרי-את-אלכס-השקעות-וניהול-פרוייקטים-בע_מ.pdf,513998435,"שרי את אלכס השקעות וניהול פרוייקטים בע""מ",company,exact,True,848
862,"נדל""ן","אורנשטיין ניהול וביצוע פרוייקטים בע""מ",היתר עסקה בתוקף,ישראל,https://heteriske.com/wp-content/uploads/custom_uploads/2026/08/אורנשטיין-ניהול-וביצוע-פרוייקטים-בע_מ.pdf,514637354,"אורנשטיין - ניהול וביצוע פרוייקטים בע""מ",company,exact,True,862
860,מוני מים,"אפיקי מים נתיבות ע""ר",היתר עסקה בתוקף,ישראל,https://heteriske.com/wp-content/uploads/custom_uploads/2026/08/אפיקי-מים-נתיבות-ע_ר.pdf,,,,,,
859,מוני מים,"ארד בע""מ",היתר עסקה בתוקף,ישראל,https://heteriske.com/wp-content/uploads/custom_uploads/2026/08/ארד-בע_מ.pdf,510007800,ארד בעמ,company,exact,True,859
1081,"נדל""ן","ג.מ.נ. שיווק לבניה בע""מ",היתר עסקה בתוקף,,https://drive.google.com/file/d/1I3klS5DtY1C3u1bLG8nDZkLnqp9s0Iuu/view?usp=drive_link,514693761,"ג.מ.נ. שיווק לבניה בע""מ",company,exact,True,1081
1164,חשמל,"סונול גז פלוס בע""מ",היתר עסקה בתוקף,,https://drive.google.com/file/d/1IS-dpVkMPIH7Y1hUUEbVtpJhSaFGYC91/view?usp=sharing,515916542,"סונול גז פלוס בע""מ",company,exact,True,1164
873,ארונות אמבט ופינות נטילה,Shower top,היתר עסקה בתוקף,ישראל,https://heteriske.com/wp-content/uploads/custom_uploads/2026/08/Shower-top-.pdf,,,,,,
1048,פאניות ואיפור,א. זלוצ'בסקי,היתר עסקה בתוקף,,https://drive.google.com/file/d/1pY1rIT-BffItrusWGBhlcGORzhnjTQMC/view?usp=drive_link,,,,,,
863,"נדל""ן","אברהם זילברברג בניה ויזום בע""מ",היתר עסקה בתוקף,ישראל,https://heteriske.com/wp-content/uploads/custom_uploads/2026/08/אברהם-זילברברג-בניה-ויזום-בע_מ.pdf,516734472,"אברהם זילברברג בניה ויזום בע""מ",company,exact,True,863
1095,מוסדות ועמותות,"הדרום בפריחה ערד (ע""ר)",היתר עסקה בתוקף,,https://drive.google.com/file/d/1d1cuskhye-Tj744dkWglgzKViiwQUNIf/view?usp=drive_link,580648772,"הדרום בפריחה - ערד (ע""ר)",association,exact,True,1095
1099,"כלי בית, שטיחים, עיצובים",טוליפ,היתר עסקה בתוקף,,https://drive.google.com/file/d/1FlMp7QPZja__vp_LACA_Byoi_Q413chS/view?usp=drive_link,,,,,,
1104,מימון,"לנד א.י בע""מ",היתר עסקה בתוקף,,https://drive.google.com/file/d/13HBkZvoSxfmpGcAvJAkqk5cQ_QaXlLOs/view?usp=drive_link,516118163,"לנד א.י בע""מ",company,exact,True,1104
1108,עמותות,"מוסדות חסידי בעלז בני-ברק (ע""ר)",היתר עסקה בתוקף,,https://heteriske.com/wp-content/uploads/custom_uploads/2026/08/מוסדות-חסידי-בעלז-בני-ברק-ע_ר.pdf,580031680,"מוסדות חסידי בעלזא בני-ברק (ע""ר)",association,fuzzy,True,1108
1109,מזון,מחסני המזון,היתר עסקה בתוקף,,https://drive.google.com/file/d/1S-3AkvfzOyyPiaki5MnnhjC59bcIbxY1/view?usp=drive_link,,,,,,
1110,דלתות,מיגון ישראל,היתר עסקה בתוקף,,https://drive.google.com/file/d/1Sgkk38XhkKvosQ9gwQuf-AKofVfQIF0Y/view?usp=drive_link,,,,,,
1167,פאניות ואיפור,ניהוז,היתר עסקה בתוקף,,https://drive.google.com/file/d/1ummXbqZca4VF5-wdUJzghBXjiWAKmXeR/view?usp=sharing,,,,,,
1163,מוסדות ועמותות,"פשוט לעזור לערד (ע""ר)",היתר עסקה בתוקף,,https://drive.google.com/file/d/1TH-juEgRA7RzNduu9qnKoEs4SOhFvHBf/view?usp=sharing,580599728,"פשוט לעזור לערד (ע""ר)",association,exact,True,1163
1161,"ביגוד, נעלים",קלאסי שוז,היתר עסקה בתוקף,,https://heteriske.com/wp-content/uploads/custom_uploads/2026/08/קלאסי-שוז.pdf,,,,,,
